id	f0	f1	y
1664	48	71	1
1665	62	3	0
1666	21	22	0
1667	33	75	0
1668	17	53	0
1669	50	92	0
1670	23	88	0
1671	5	31	0
1672	77	29	0
1673	30	59	1
1674	69	36	1
1675	62	28	1
1676	33	96	0
1677	26	32	1
1678	59	21	0
1679	83	65	0
1680	52	61	1
1681	36	11	0
1682	49	18	0
1683	68	59	1
1684	82	78	0
1685	37	83	0
1686	63	45	1
1687	68	59	1
1688	42	49	1
1689	73	46	1
1690	93	38	0
1691	97	61	0
1692	47	68	1
1693	92	16	0
1694	35	7	0
1695	56	53	1
1696	4	47	0
1697	12	82	0
1698	25	36	0
1699	57	88	0
1700	14	70	0
1701	8	45	0
1702	76	92	0
1703	49	49	1
1704	25	67	0
1705	88	37	0
1706	2	20	0
1707	77	98	0
1708	36	6	0
1709	51	45	1
1710	20	36	0
1711	11	17	0
1712	65	53	1
1713	89	7	0
1714	17	34	0
1715	43	54	1
1716	18	4	0
1717	85	54	0
1718	59	36	1
1719	54	0	0
1720	44	62	1
1721	53	57	1
1722	60	24	0
1723	26	23	0
1724	69	62	1
1725	30	96	0
1726	87	5	0
1727	28	86	0
1728	38	6	0
1729	32	32	1
1730	99	63	0
1731	80	5	0
1732	42	100	0
1733	52	7	0
1734	6	27	0
1735	43	20	0
1736	2	94	0
1737	82	50	0
1738	77	99	0
1739	51	40	1
1740	4	6	0
1741	81	19	0
1742	95	51	0
1743	55	11	0
1744	67	70	1
1745	61	14	0
1746	39	89	0
1747	43	62	1
1748	56	58	1
1749	70	16	0
1750	99	31	0
1751	10	92	0
1752	59	5	0
1753	17	12	0
1754	67	90	0
1755	60	34	1
1756	17	58	0
1757	69	17	0
1758	2	1	0
1759	48	65	1
1760	0	69	0
1761	97	8	0
1762	99	43	0
1763	45	82	0
1764	93	31	0
1765	66	35	1
1766	4	13	0
1767	3	67	0
1768	1	96	0
1769	40	77	0
1770	60	40	1
1771	14	13	0
1772	28	86	0
1773	22	4	0
1774	61	26	1
1775	45	1	0
1776	87	5	0
1777	16	74	0
1778	41	31	1
1779	5	44	0
1780	27	87	0
1781	1	97	0
1782	94	33	0
1783	41	38	1
1784	83	55	0
1785	18	29	0
1786	67	4	0
1787	82	6	0
1788	91	60	0
1789	98	4	0
1790	40	45	1
1791	15	47	0
1792	73	23	0
1793	67	24	0
1794	37	85	0
1795	33	66	1
1796	28	94	0
1797	45	2	0
1798	74	81	0
1799	8	84	0
1800	3	3	0
1801	55	98	0
1802	87	41	0
1803	87	65	0
1804	54	1	0
1805	35	15	0
1806	52	28	1
1807	40	37	1
1808	8	94	0
1809	73	27	1
1810	27	98	0
1811	50	100	0
1812	11	79	0
1813	64	77	0
1814	30	78	0
1815	87	82	0
1816	87	93	0
1817	53	20	0
1818	72	42	1
1819	85	60	0
1820	44	84	0
1821	4	29	0
1822	86	67	0
1823	50	52	1
1824	44	84	0
1825	97	30	0
1826	90	22	0
1827	62	71	1
1828	65	98	0
1829	22	93	0
1830	41	18	0
1831	84	24	0
1832	32	56	1
1833	11	63	0
1834	82	72	0
1835	18	3	0
1836	77	34	0
1837	78	38	0
1838	64	91	0
1839	20	83	0
1840	100	33	0
1841	97	59	0
1842	10	34	0
1843	42	56	1
1844	86	58	0
1845	6	67	0
1846	21	43	0
1847	10	59	0
1848	25	54	0
1849	99	60	0
1850	83	7	0
1851	70	23	0
1852	43	84	0
1853	58	36	1
1854	85	94	0
1855	66	82	0
1856	45	0	0
1857	8	61	0
1858	60	51	1
1859	7	5	0
1860	44	36	1
1861	91	21	0
1862	4	26	0
1863	44	45	1
1864	79	14	0
1865	47	82	0
1866	60	73	1
1867	81	75	0
1868	26	65	1
1869	20	18	0
1870	93	89	0
1871	9	15	0
1872	31	19	0
1873	86	64	0
1874	55	34	1
1875	18	82	0
1876	70	12	0
1877	66	71	1
1878	39	29	1
1879	62	1	0
1880	92	72	0
1881	100	44	0
1882	91	67	0
1883	25	83	0
1884	84	47	0
1885	1	81	0
1886	94	51	0
1887	31	64	1
1888	33	11	0
1889	14	69	0
1890	13	90	0
1891	12	32	0
1892	97	21	0
1893	43	55	1
1894	4	83	0
1895	66	100	0
1896	47	71	1
1897	35	17	0
1898	2	88	0
1899	40	70	1
1900	69	32	1
1901	95	9	0
1902	44	84	0
1903	2	98	0
1904	9	90	0
1905	76	6	0
1906	62	81	0
1907	91	91	0
1908	2	0	0
1909	66	85	0
1910	95	82	0
1911	59	38	1
1912	43	18	0
1913	68	49	1
1914	19	30	0
1915	99	75	0
1916	43	62	1
1917	77	99	0
1918	3	93	0
1919	2	75	0
1920	2	23	0
1921	84	14	0
1922	74	79	0
1923	87	61	0
1924	67	45	1
1925	97	31	0
1926	59	30	1
1927	68	79	0
1928	78	84	0
1929	19	92	0
1930	61	80	0
1931	73	67	1
1932	75	33	0
1933	63	70	1
1934	12	59	0
1935	48	37	1
1936	22	39	0
1937	21	89	0
1938	5	70	0
1939	13	91	0
1940	40	85	0
1941	9	4	0
1942	57	40	1
1943	5	70	0
1944	80	20	0
1945	52	6	0
1946	63	17	0
1947	83	0	0
1948	49	42	1
1949	100	64	0
1950	33	33	1
1951	40	42	1
1952	50	50	1
1953	89	45	0
1954	56	85	0
1955	7	26	0
1956	14	62	0
1957	47	12	0
1958	33	26	1
1959	74	73	1
1960	11	58	0
1961	18	45	0
1962	75	69	0
1963	9	21	0
1964	76	10	0
1965	77	53	0
1966	6	68	0
1967	0	38	0
1968	47	36	1
1969	11	60	0
1970	8	39	0
1971	63	30	1
1972	40	49	1
1973	77	97	0
1974	99	29	0
1975	49	95	0
1976	56	4	0
1977	89	71	0
1978	60	88	0
1979	88	74	0
1980	93	42	0
1981	0	83	0
1982	29	97	0
1983	84	91	0
1984	65	61	1
1985	7	57	0
1986	89	4	0
1987	29	52	1
1988	20	44	0
1989	68	35	1
1990	42	84	0
1991	91	100	0
1992	69	34	1
1993	53	79	0
1994	83	51	0
1995	56	47	1
1996	100	43	0
1997	74	40	1
1998	65	36	1
1999	4	33	0
2000	33	74	1
2001	80	26	0
2002	48	19	0
2003	90	90	0
2004	40	25	0
2005	78	23	0
2006	58	40	1
2007	42	77	0
2008	37	6	0
2009	76	47	0
2010	38	47	1
2011	61	56	1
2012	96	85	0
2013	78	88	0
2014	88	78	0
2015	81	92	0
2016	99	57	0
2017	57	64	1
2018	18	53	0
2019	64	13	0
2020	35	7	0
2021	52	8	0
2022	4	83	0
2023	40	85	0
2024	43	63	1
2025	60	15	0
2026	53	89	0
2027	82	96	0
2028	35	16	0
2029	14	73	0
2030	36	77	0
2031	68	25	0
2032	84	95	0
2033	23	35	0
2034	58	26	1
2035	92	50	0
2036	72	85	0
2037	84	9	0
2038	70	40	1
2039	1	42	0
2040	98	49	0
2041	25	11	0
2042	41	80	0
2043	41	61	1
2044	85	72	0
2045	100	34	0
2046	72	13	0
2047	16	35	0
2048	9	96	0
2049	17	67	0
2050	18	57	0
2051	70	80	0
2052	83	13	0
2053	49	33	1
2054	80	77	0
2055	27	57	1
2056	85	12	0
2057	81	43	0
2058	21	31	0
2059	3	0	0
2060	94	50	0
2061	13	59	0
2062	48	73	1
2063	19	70	0
2064	33	75	0
2065	8	60	0
2066	5	68	0
2067	7	72	0
2068	65	16	0
2069	83	71	0
2070	68	48	1
2071	82	51	0
2072	21	94	0
2073	17	31	0
2074	73	58	1
2075	82	88	0
2076	48	41	1
2077	16	24	0
2078	46	90	0
2079	40	17	0
2080	32	1	0
2081	30	56	1
2082	98	28	0
2083	45	94	0
2084	26	18	0
2085	80	42	0
2086	31	1	0
2087	74	89	0
2088	38	22	0
2089	88	22	0
2090	42	84	0
2091	13	28	0
2092	61	27	1
2093	34	19	0
2094	49	36	1
2095	66	29	1
2096	55	86	0
2097	17	99	0
2098	80	4	0
2099	38	92	0
2100	72	75	0
2101	27	33	1
2102	87	65	0
2103	43	0	0
2104	99	70	0
2105	31	80	0
2106	88	44	0
2107	48	79	0
2108	35	84	0
2109	46	93	0
2110	5	67	0
2111	61	76	0
2112	65	14	0
2113	94	41	0
2114	76	39	0
2115	99	10	0
2116	99	11	0
2117	84	35	0
2118	90	33	0
2119	48	45	1
2120	93	100	0
2121	97	39	0
2122	22	18	0
2123	85	73	0
2124	92	38	0
2125	90	1	0
2126	37	63	1
2127	38	37	1
2128	54	27	1
2129	38	47	1
2130	60	35	1
2131	5	20	0
2132	22	20	0
2133	87	48	0
2134	57	68	1
2135	97	40	0
2136	98	31	0
2137	37	7	0
2138	32	37	1
2139	93	4	0
2140	100	67	0
2141	77	55	0
2142	85	35	0
2143	85	21	0
2144	84	23	0
2145	21	68	0
2146	27	40	1
2147	71	51	1
2148	4	40	0
2149	88	77	0
2150	2	38	0
2151	81	21	0
2152	3	64	0
2153	43	75	0
2154	73	30	1
2155	36	11	0
2156	61	46	1
2157	77	20	0
2158	65	74	1
2159	1	19	0
2160	24	38	0
2161	17	62	0
2162	100	40	0
2163	2	22	0
2164	87	7	0
2165	69	38	1
2166	40	70	1
2167	54	74	1
2168	47	75	0
2169	88	94	0
2170	100	25	0
2171	76	63	0
2172	98	12	0
2173	54	28	1
2174	0	91	0
2175	59	41	1
2176	31	68	1
2177	48	17	0
2178	86	32	0
2179	32	21	0
2180	54	75	0
2181	88	24	0
2182	29	59	1
2183	74	60	1
2184	86	96	0
2185	80	50	0
2186	97	51	0
2187	72	9	0
2188	95	43	0
2189	78	38	0
2190	17	68	0
2191	51	87	0
2192	83	60	0
2193	13	49	0
2194	73	11	0
2195	86	52	0
2196	99	17	0
2197	92	69	0
2198	34	82	0
2199	22	52	0
2200	69	73	1
2201	65	59	1
2202	40	99	0
2203	78	22	0
2204	52	99	0
2205	38	78	0
2206	73	42	1
2207	48	52	1
2208	64	34	1
2209	96	92	0
2210	25	17	0
2211	63	39	1
2212	83	72	0
2213	16	84	0
2214	92	30	0
2215	72	39	1
2216	81	96	0
2217	84	14	0
2218	81	68	0
2219	2	92	0
2220	96	94	0
2221	63	58	1
2222	66	63	1
2223	5	11	0
2224	7	73	0
2225	75	28	0
2226	29	48	1
2227	83	21	0
2228	15	25	0
2229	71	81	0
2230	63	9	0
2231	3	82	0
2232	71	37	1
2233	65	29	1
2234	77	0	0
2235	92	96	0
2236	58	76	0
2237	89	59	0
2238	91	28	0
2239	76	77	0
2240	75	4	0
2241	48	33	1
2242	7	65	0
2243	29	26	1
2244	84	80	0
2245	29	96	0
2246	38	58	1
2247	18	35	0
2248	23	49	0
2249	100	43	0
2250	98	37	0
2251	14	3	0
2252	28	10	0
2253	84	0	0
2254	77	90	0
2255	69	98	0
2256	98	43	0
2257	61	39	1
2258	47	67	1
2259	43	18	0
2260	59	77	0
2261	31	40	1
2262	75	40	0
2263	39	88	0
2264	99	99	0
2265	35	54	1
2266	83	75	0
2267	43	79	0
2268	22	47	0
2269	88	100	0
2270	100	68	0
2271	9	28	0
2272	58	52	1
2273	67	51	1
2274	68	9	0
2275	44	46	1
2276	73	66	1
2277	63	44	1
2278	54	25	0
2279	16	74	0
2280	46	55	1
2281	48	28	1
2282	55	39	1
2283	0	67	0
2284	37	48	1
2285	44	85	0
2286	4	36	0
2287	89	37	0
2288	10	58	0
2289	26	62	1
2290	96	5	0
2291	68	30	1
2292	70	52	1
2293	77	18	0
2294	22	7	0
2295	23	0	0
2296	34	84	0
2297	33	44	1
2298	27	34	1
2299	53	96	0
2300	71	41	1
2301	3	61	0
2302	33	81	0
2303	34	3	0
2304	35	58	1
2305	32	81	0
2306	42	48	1
2307	21	90	0
2308	40	63	1
2309	84	39	0
2310	93	32	0
2311	35	67	1
2312	3	91	0
2313	77	42	0
2314	32	89	0
2315	68	32	1
2316	68	16	0
2317	98	1	0
2318	56	62	1
2319	28	86	0
2320	10	3	0
2321	57	69	1
2322	37	46	1
2323	90	80	0
2324	98	61	0
2325	9	30	0
2326	99	12	0
2327	94	23	0
2328	2	75	0
2329	73	100	0
2330	88	2	0
2331	83	26	0
2332	33	88	0
2333	79	79	0
2334	64	51	1
2335	93	61	0
2336	85	40	0
2337	75	83	0
2338	47	12	0
2339	92	66	0
2340	10	75	0
2341	87	0	0
2342	41	36	1
2343	47	40	1
2344	61	22	0
2345	32	41	1
2346	26	18	0
2347	55	47	1
2348	4	1	0
2349	39	51	1
2350	5	84	0
2351	55	44	1
2352	4	42	0
2353	58	37	1
2354	27	74	1
2355	5	50	0
2356	82	42	0
2357	65	19	0
2358	94	20	0
2359	50	45	1
2360	52	19	0
2361	10	13	0
2362	35	23	0
2363	58	69	1
2364	82	43	0
2365	75	9	0
2366	92	35	0
2367	13	31	0
2368	76	94	0
2369	93	50	0
2370	16	62	0
2371	47	11	0
2372	92	3	0
2373	92	69	0
2374	80	81	0
2375	45	61	1
2376	13	70	0
2377	35	28	1
2378	78	71	0
2379	49	40	1
2380	19	68	0
2381	45	75	0
2382	0	15	0
2383	100	0	0
2384	24	49	0
2385	72	49	1
2386	43	72	1
2387	80	93	0
2388	20	40	0
2389	88	26	0
2390	42	9	0
2391	46	28	1
2392	26	84	0
2393	60	54	1
2394	90	42	0
2395	43	39	1
2396	53	25	0
2397	88	41	0
2398	58	8	0
2399	74	94	0
2400	90	27	0
2401	15	29	0
2402	34	58	1
2403	37	52	1
2404	42	32	1
2405	13	56	0
2406	24	10	0
2407	4	60	0
2408	55	83	0
2409	82	86	0
2410	59	89	0
2411	14	28	0
2412	68	89	0
2413	65	23	0
2414	43	40	1
2415	13	77	0
2416	86	62	0
2417	65	69	1
2418	68	99	0
2419	17	98	0
2420	35	91	0
2421	28	30	1
2422	41	85	0
2423	0	69	0
2424	7	92	0
2425	35	94	0
2426	87	1	0
2427	60	57	1
2428	76	39	0
2429	20	41	0
2430	49	53	1
2431	75	27	0
2432	63	74	1
2433	64	69	1
2434	63	16	0
2435	11	27	0
2436	73	87	0
2437	88	31	0
2438	40	24	0
2439	89	58	0
2440	7	85	0
2441	2	72	0
2442	33	98	0
2443	94	74	0
2444	61	12	0
2445	94	77	0
2446	28	81	0
2447	88	19	0
2448	18	63	0
2449	30	9	0
2450	44	100	0
2451	7	67	0
2452	83	61	0
2453	54	38	1
2454	34	95	0
2455	95	19	0
2456	13	48	0
2457	29	93	0
2458	9	75	0
2459	33	27	1
2460	1	62	0
2461	81	4	0
2462	23	5	0
2463	46	28	1
2464	19	76	0
2465	87	62	0
2466	84	13	0
2467	1	1	0
2468	45	64	1
2469	5	11	0
2470	74	54	1
2471	4	60	0
2472	67	70	1
2473	100	73	0
2474	88	25	0
2475	25	91	0
2476	87	99	0
2477	12	87	0
2478	78	3	0
2479	86	95	0
2480	49	9	0
2481	69	59	1
2482	10	63	0
2483	24	71	0
2484	77	52	0
2485	94	40	0
2486	51	54	1
2487	99	61	0
2488	8	97	0
2489	53	16	0
2490	84	52	0
2491	86	7	0
2492	86	23	0
2493	31	15	0
2494	9	0	0
2495	11	60	0
2496	2	10	0
2497	67	70	1
2498	84	94	0
2499	7	94	0
2500	39	7	0
2501	63	43	1
2502	34	62	1
2503	86	6	0
2504	60	63	1
2505	2	6	0
2506	54	0	0
2507	54	76	0
2508	61	82	0
2509	2	35	0
2510	49	10	0
2511	94	73	0
2512	31	5	0
2513	74	45	1
2514	71	56	1
2515	64	55	1
2516	93	20	0
2517	76	32	0
2518	11	27	0
2519	24	99	0
2520	80	84	0
2521	84	50	0
2522	76	72	0
2523	70	88	0
2524	48	88	0
2525	76	43	0
2526	23	96	0
2527	92	22	0
2528	28	20	0
2529	56	50	1
2530	43	83	0
2531	16	90	0
2532	60	92	0
2533	81	96	0
2534	12	46	0
2535	35	66	1
2536	89	23	0
2537	91	90	0
2538	26	64	1
2539	43	41	1
2540	51	58	1
2541	84	56	0
2542	72	88	0
2543	44	11	0
2544	62	66	1
2545	11	17	0
2546	45	50	1
2547	74	10	0
2548	98	46	0
2549	33	11	0
2550	8	41	0
2551	34	34	1
2552	37	35	1
2553	28	28	1
2554	62	40	1
2555	31	33	1
2556	95	85	0
2557	19	99	0
2558	89	11	0
2559	70	24	0
2560	69	38	1
2561	77	82	0
2562	80	78	0
2563	36	36	1
2564	74	79	0
2565	85	95	0
2566	3	85	0
2567	33	38	1
2568	43	67	1
2569	79	60	0
2570	82	18	0
2571	6	25	0
2572	62	31	1
2573	30	100	0
2574	18	87	0
2575	86	81	0
2576	68	7	0
2577	47	33	1
2578	25	22	0
2579	62	83	0
2580	84	99	0
2581	86	52	0
2582	2	29	0
2583	28	36	1
2584	79	92	0
2585	81	29	0
2586	77	65	0
2587	65	47	1
2588	4	59	0
2589	60	77	0
2590	48	12	0
2591	36	34	1
2592	61	54	1
2593	84	49	0
2594	80	47	0
2595	86	86	0
2596	98	95	0
2597	3	3	0
2598	22	20	0
2599	97	51	0
2600	57	31	1
2601	68	43	1
2602	96	9	0
2603	73	88	0
2604	45	46	1
2605	11	30	0
2606	87	14	0
2607	24	40	0
2608	69	97	0
2609	60	72	1
2610	86	14	0
2611	26	83	0
2612	73	64	1
2613	20	52	0
2614	33	96	0
2615	54	43	1
2616	41	68	1
2617	50	53	1
2618	72	83	0
2619	85	26	0
2620	78	71	0
2621	93	79	0
2622	1	70	0
2623	56	21	0
2624	54	88	0
2625	22	35	0
2626	58	6	0
2627	76	12	0
2628	33	95	0
2629	62	69	1
2630	70	80	0
2631	55	94	0
2632	94	91	0
2633	34	8	0
2634	38	64	1
2635	87	56	0
2636	83	93	0
2637	86	35	0
2638	32	2	0
2639	65	28	1
2640	64	3	0
2641	52	42	1
2642	23	48	0
2643	93	41	0
2644	85	42	0
2645	2	69	0
2646	48	82	0
2647	74	65	1
2648	55	88	0
2649	78	47	0
2650	72	94	0
2651	29	8	0
2652	14	5	0
2653	81	93	0
2654	43	37	1
2655	53	60	1
2656	60	12	0
2657	89	68	0
2658	89	94	0
2659	66	96	0
2660	16	90	0
2661	60	89	0
2662	31	20	0
2663	59	51	1
2664	13	21	0
2665	51	86	0
2666	89	94	0
2667	53	79	0
2668	49	17	0
2669	84	60	0
2670	43	52	1
2671	75	38	0
2672	48	34	1
2673	28	50	1
2674	99	36	0
2675	43	74	1
2676	61	72	1
2677	65	1	0
2678	27	35	1
2679	25	60	0
2680	40	89	0
2681	75	36	0
2682	30	98	0
2683	3	6	0
2684	14	61	0
2685	29	84	0
2686	83	18	0
2687	34	88	0
2688	63	48	1
2689	80	95	0
2690	22	72	0
2691	7	100	0
2692	32	52	1
2693	39	7	0
2694	34	1	0
2695	19	21	0
2696	20	94	0
2697	54	93	0
2698	92	62	0
2699	54	7	0
2700	100	38	0
2701	24	47	0
2702	2	28	0
2703	17	96	0
2704	80	45	0
2705	9	25	0
2706	24	13	0
2707	48	33	1
2708	94	62	0
2709	42	18	0
2710	36	73	1
2711	55	66	1
2712	46	9	0
2713	93	45	0
2714	62	92	0
2715	84	4	0
2716	0	27	0
2717	22	5	0
2718	89	34	0
2719	23	26	0
2720	67	100	0
2721	66	59	1
2722	19	81	0
2723	61	14	0
2724	45	19	0
2725	49	58	1
2726	45	9	0
2727	4	96	0
2728	17	12	0
2729	80	15	0
2730	11	100	0
2731	97	71	0
2732	69	67	1
2733	32	66	1
2734	15	83	0
2735	95	90	0
2736	26	34	1
2737	100	54	0
2738	96	0	0
2739	66	63	1
2740	5	40	0
2741	45	83	0
2742	64	12	0
2743	41	64	1
2744	90	74	0
2745	28	84	0
2746	6	34	0
2747	77	22	0
2748	57	8	0
2749	64	57	1
2750	34	17	0
2751	97	73	0
2752	30	26	1
2753	4	9	0
2754	4	5	0
2755	51	89	0
2756	84	40	0
2757	7	44	0
2758	61	0	0
2759	51	14	0
2760	71	94	0
2761	68	63	1
2762	20	23	0
2763	2	29	0
2764	34	9	0
2765	44	95	0
2766	40	96	0
2767	38	85	0
2768	55	81	0
2769	49	81	0
2770	79	71	0
2771	26	87	0
2772	49	99	0
2773	21	46	0
2774	15	98	0
2775	36	63	1
2776	47	1	0
2777	66	19	0
2778	81	59	0
2779	71	57	1
2780	9	29	0
2781	17	87	0
2782	72	40	1
2783	9	14	0
2784	22	9	0
2785	89	15	0
2786	27	76	0
2787	67	25	0
2788	51	57	1
2789	69	85	0
2790	94	35	0
2791	84	53	0
2792	84	92	0
2793	91	42	0
2794	52	2	0
2795	99	23	0
2796	6	0	0
2797	55	36	1
2798	80	60	0
2799	35	69	1
2800	48	84	0
2801	17	54	0
2802	58	25	0
2803	84	6	0
2804	43	49	1
2805	48	38	1
2806	34	23	0
2807	57	94	0
2808	81	40	0
2809	69	0	0
2810	30	20	0
2811	60	27	1
2812	64	22	0
2813	49	68	1
2814	17	32	0
2815	59	38	1
2816	31	70	1
2817	80	64	0
2818	84	83	0
2819	17	19	0
2820	63	11	0
2821	50	59	1
2822	81	44	0
2823	12	4	0
2824	33	91	0
2825	30	2	0
2826	90	92	0
2827	100	30	0
2828	88	56	0
2829	79	33	0
2830	25	2	0
2831	83	39	0
2832	15	29	0
2833	62	7	0
2834	66	43	1
2835	90	37	0
2836	38	20	0
2837	52	50	1
2838	90	62	0
2839	72	38	1
2840	44	20	0
2841	88	93	0
2842	40	41	1
2843	63	76	0
2844	67	14	0
2845	88	72	0
2846	22	27	0
2847	97	62	0
2848	28	36	1
2849	55	4	0
2850	9	93	0
2851	30	15	0
2852	50	71	1
2853	97	68	0
2854	95	38	0
2855	88	34	0
2856	1	64	0
2857	92	42	0
2858	57	72	1
2859	25	100	0
2860	78	19	0
2861	26	43	1
2862	50	55	1
2863	10	13	0
2864	15	94	0
2865	68	33	1
2866	97	30	0
2867	10	20	0
2868	15	75	0
2869	68	22	0
2870	9	26	0
2871	2	67	0
2872	4	77	0
2873	74	96	0
2874	99	38	0
2875	55	60	1
2876	3	1	0
2877	24	67	0
2878	72	75	0
2879	37	53	1
2880	46	55	1
2881	95	72	0
2882	25	31	0
2883	90	43	0
2884	98	53	0
2885	41	55	1
2886	49	66	1
2887	85	32	0
2888	31	85	0
2889	56	30	1
2890	95	84	0
2891	77	57	0
2892	36	28	1
2893	4	45	0
2894	31	39	1
2895	39	84	0
2896	100	64	0
2897	88	35	0
2898	1	53	0
2899	80	30	0
2900	64	27	1
2901	14	15	0
2902	51	44	1
2903	3	48	0
2904	31	39	1
2905	39	26	1
2906	11	76	0
2907	77	43	0
2908	23	82	0
2909	17	94	0
2910	51	95	0
2911	83	66	0
2912	60	13	0
2913	94	57	0
2914	78	99	0
2915	38	8	0
2916	17	27	0
2917	95	76	0
2918	4	93	0
2919	39	73	1
2920	54	28	1
2921	70	28	1
2922	80	1	0
2923	30	3	0
2924	18	57	0
2925	7	74	0
2926	55	89	0
2927	24	26	0
2928	8	30	0
2929	30	67	1
2930	57	80	0
2931	14	73	0
2932	51	83	0
2933	61	30	1
2934	4	83	0
2935	19	60	0
2936	36	76	0
2937	64	87	0
2938	65	37	1
2939	46	14	0
2940	20	29	0
2941	13	30	0
2942	89	83	0
2943	54	91	0
2944	42	41	1
2945	70	4	0
2946	13	64	0
2947	35	100	0
2948	7	24	0
2949	64	15	0
2950	78	63	0
2951	56	78	0
2952	48	38	1
2953	93	58	0
2954	91	58	0
2955	99	27	0
2956	83	43	0
2957	79	11	0
2958	40	96	0
2959	87	84	0
2960	78	19	0
2961	23	43	0
2962	61	89	0
2963	52	79	0
2964	13	82	0
2965	80	32	0
2966	42	94	0
2967	19	99	0
2968	53	22	0
2969	19	14	0
2970	63	41	1
2971	15	72	0
2972	75	92	0
2973	17	23	0
2974	94	59	0
2975	76	18	0
2976	51	20	0
2977	72	60	1
2978	52	16	0
2979	49	3	0
2980	78	84	0
2981	100	27	0
2982	83	12	0
2983	95	26	0
2984	53	16	0
2985	86	28	0
2986	11	47	0
2987	12	27	0
2988	56	90	0
2989	0	10	0
2990	58	90	0
2991	77	47	0
2992	32	50	1
2993	81	87	0
2994	29	50	1
2995	97	39	0
2996	43	70	1
2997	24	24	0
2998	46	0	0
2999	82	56	0
3000	65	76	0
3001	64	61	1
3002	11	82	0
3003	66	32	1
3004	32	24	0
3005	88	41	0
3006	47	60	1
3007	34	53	1
3008	92	24	0
3009	70	70	1
3010	38	76	0
3011	29	100	0
3012	46	67	1
3013	28	78	0
3014	78	75	0
3015	1	19	0
3016	51	54	1
3017	6	73	0
3018	89	34	0
3019	77	88	0
3020	76	56	0
3021	42	74	1
3022	78	83	0
3023	53	67	1
3024	78	9	0
3025	54	52	1
3026	36	93	0
3027	67	31	1
3028	93	85	0
3029	7	0	0
3030	84	23	0
3031	97	57	0
3032	50	9	0
3033	52	61	1
3034	76	33	0
3035	100	31	0
3036	72	44	1
3037	77	5	0
3038	93	55	0
3039	64	51	1
3040	90	84	0
3041	50	62	1
3042	77	84	0
3043	100	37	0
3044	16	52	0
3045	11	73	0
3046	33	88	0
3047	98	57	0
3048	41	26	1
3049	87	74	0
3050	21	76	0
3051	51	95	0
3052	8	59	0
3053	69	65	1
3054	35	94	0
3055	95	50	0
3056	17	33	0
3057	76	88	0
3058	99	72	0
3059	25	56	0
3060	42	60	1
3061	37	55	1
3062	87	51	0
3063	26	99	0
3064	34	78	0
3065	3	89	0
3066	60	5	0
3067	13	68	0
3068	46	90	0
3069	9	34	0
3070	16	53	0
3071	84	82	0
3072	49	24	0
3073	33	10	0
3074	73	2	0
3075	79	4	0
3076	14	95	0
3077	93	87	0
3078	80	57	0
3079	68	48	1
3080	68	31	1
3081	89	77	0
3082	91	33	0
3083	93	90	0
3084	26	17	0
3085	55	45	1
3086	26	70	1
3087	57	61	1
3088	100	12	0
3089	91	68	0
3090	64	60	1
3091	63	43	1
3092	91	57	0
3093	67	71	1
3094	17	2	0
3095	35	95	0
3096	79	70	0
3097	73	100	0
3098	93	76	0
3099	98	81	0
3100	52	91	0
3101	83	56	0
3102	10	5	0
3103	55	22	0
3104	38	85	0
3105	74	85	0
3106	71	70	1
3107	30	7	0
3108	47	77	0
3109	18	95	0
3110	22	82	0
3111	85	78	0
3112	73	29	1
3113	15	26	0
3114	39	86	0
3115	76	24	0
3116	47	22	0
3117	53	77	0
3118	32	33	1
3119	73	48	1
3120	86	97	0
3121	64	48	1
3122	78	64	0
3123	29	18	0
3124	27	13	0
3125	50	54	1
3126	53	73	1
3127	76	22	0
3128	66	96	0
3129	97	40	0
3130	34	32	1
3131	97	99	0
3132	41	23	0
3133	75	47	0
3134	37	18	0
3135	63	60	1
3136	33	65	1
3137	64	38	1
3138	48	93	0
3139	40	80	0
3140	38	73	1
3141	100	55	0
3142	30	67	1
3143	52	26	1
3144	55	16	0
3145	14	21	0
3146	17	12	0
3147	75	88	0
3148	30	51	1
3149	38	52	1
3150	22	35	0
3151	33	27	1
3152	30	100	0
3153	37	23	0
3154	42	88	0
3155	94	82	0
3156	36	67	1
3157	58	86	0
3158	26	50	1
3159	41	6	0
3160	37	20	0
3161	32	41	1
3162	72	31	1
3163	22	7	0
3164	99	15	0
3165	25	15	0
3166	43	13	0
3167	44	22	0
3168	86	25	0
3169	32	12	0
3170	100	68	0
3171	5	26	0
3172	35	77	0
3173	58	43	1
3174	27	31	1
3175	41	68	1
3176	84	64	0
3177	26	70	1
3178	73	30	1
3179	29	81	0
3180	11	16	0
3181	55	37	1
3182	99	49	0
3183	76	71	0
3184	97	90	0
3185	8	26	0
3186	82	56	0
3187	68	89	0
3188	17	36	0
3189	63	69	1
3190	97	63	0
3191	10	98	0
3192	25	21	0
3193	66	37	1
3194	71	12	0
3195	45	70	1
3196	7	1	0
3197	15	14	0
3198	94	96	0
3199	36	68	1
3200	47	39	1
3201	57	96	0
3202	2	52	0
3203	49	47	1
3204	48	59	1
3205	11	7	0
3206	4	7	0
3207	27	30	1
3208	63	55	1
3209	24	84	0
3210	24	98	0
3211	64	16	0
3212	78	25	0
3213	38	81	0
3214	89	65	0
3215	66	53	1
3216	30	3	0
3217	14	23	0
